0,1,2,3,4
Romeo Santos,83.0,Romeo Santos,spotify:artist:5lwmRuXgjX8xIwlnauTZIP,['bachata']
DNCE,71.0,DNCE,spotify:artist:6T5tfhQCknKG4UnH90qGnz,"['dance pop', 'edm', 'pop', 'post-teen pop']"
YBN Nahmir,66.0,YBN Nahmir,spotify:artist:3gGUMEwIX6XodWsYEvKSal,"['alabama rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
Lil Peep,85.0,Lil Peep,spotify:artist:2kCcBybjl3SAtIcwdWpUe3,"['emo rap', 'lgbtq+ hip hop']"
,,,,
,,,,
,,,,
,,,,
Gogi Grant,25.0,Gogi Grant,spotify:artist:2Ak3GNswCQfRKDs3P8uWaQ,['deep adult standards']
Tony Dallara,44.0,Tony Dallara,spotify:artist:4kLoGBk9rZUs8lJmda0IHe,"['classic italian pop', 'italian lounge']"
Ronnie Height,0.0,RONNIE HEIGHT,spotify:artist:3msQ0BGuNeYH87pUyCa424,[]
The Johnny Otis Show,17.0,The Johnny Otis Show,spotify:artist:4pdM1TI8b1tZW3Jprzn5II,[]
The String-A-Longs,28.0,The String-A-Longs,spotify:artist:7CG3fjmCcZHXOnxYrpgE6W,['surf music']
Paris Sisters,32.0,The Paris Sisters,spotify:artist:0SDMI2Gkjubw3ol5p5fKtX,"['brill building pop', 'classic girl group']"
Timi Yuro,42.0,Timi Yuro,spotify:artist:2JyxVsEiD9HVRM7CtFaLCK,['adult standards']
Mr. Acker Bilk,0.0,Mr Acker Bilk's Paramount Jazz Band,spotify:artist:1fpzS0e13WQknw39SMO804,[]
Ketty Lester,34.0,Ketty Lester,spotify:artist:36pJnWrcvAsoWm6fUqGaHi,[]
The Cascades,51.0,The Cascades,spotify:artist:6qF0CJP412Gd50Rn1sFg2o,"['adult standards', 'brill building pop', 'doo-wop', 'rock-and-roll']"
The Crystals,54.0,The Crystals,spotify:artist:7rewR1TVjhisjI6gauUamf,"['bubblegum pop', 'classic girl group', 'rock-and-roll']"
The Murmaids,19.0,The Murmaids,spotify:artist:0ZVvRLbxQEcphvO7G8x3c8,['classic girl group']
Kim Weston,47.0,Kim Weston,spotify:artist:71pUA2TXf3JHUPUgsjLtuL,"['motown', 'northern soul']"
Brian Wilson,47.0,Brian Courtney Wilson,spotify:artist:5K2BdUwQNqXy70BX2L8BQx,"['contemporary gospel', 'gospel']"
John Roberts,44.0,John Roberts,spotify:artist:5HGXZdpWmmXoDqbCCsBlYt,[]
Jay And The Techniques,30.0,Jay & The Techniques,spotify:artist:36eDX6PQlJkjxXUhIINO5w,"['bubblegum pop', 'philly soul']"
The Tams,42.0,The Tams,spotify:artist:4FSD5qtm70EBsOiLMN2eEe,"['beach music', 'northern soul']"
,,,,
Classics IV Featuring Dennis Yost,1.0,The Classics IV featuring Dennis Yost,spotify:artist:0BQw4TZhnJEQqSPE9eOYqa,[]
The Winstons,27.0,The Winstons,spotify:artist:1VePrTOSgCLcaBecBs7i2q,[]
,,,,
Pretty Ricky,57.0,Pretty Ricky,spotify:artist:6XwcepfAsPhrvwziGxhwju,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'miami hip hop', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
,,,,
,,,,
,,,,
,,,,
V V Brown,40.0,V V Brown,spotify:artist:39ZHUueufhIdbW4yu9uODG,"['british soul', 'metropopolis']"
Josh Turner,66.0,Josh Turner,spotify:artist:7vCtweS8UVAXTyau2j0rDT,"['contemporary country', 'country', 'country road']"
Rej3ctz,29.0,Rej3ctz,spotify:artist:67oiK9STe75g3hNiUFyaRo,['pop rap']
,,,,
Don Omar,82.0,Don Omar,spotify:artist:33ScadVnbm2X8kkUqOkC6Z,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'urbano latino']"
,,,,
Melanie Fiona,50.0,Melanie Fiona,spotify:artist:4O2YL4ygn6eTBC0w1hyWUM,"['canadian pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Driicky Graham,27.0,Driicky Graham,spotify:artist:7h5oEr0hzlM0GFQMrgEwSo,['north carolina hip hop']
,,,,
Amanda Brown,22.0,Amanda Brown,spotify:artist:11VRTR3lSXmFs5YZfmNOl7,['deep talent show']
,,,,
Samantha Barks,46.0,Samantha Barks,spotify:artist:4gOl5m9dY7IGAipqpul7GZ,['show tunes']
,,,,
,,,,
,,,,
,,,,
French Montana,77.0,French Montana,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
,,,,
Charlie Worsham,35.0,Charlie Worsham,spotify:artist:1nYvElumwIjMkOczb985bq,['modern country rock']
Brett Eldredge,70.0,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']"
Tiesto,86.0,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
MAGIC!,70.0,Casper Magico,spotify:artist:1fux65HMCBvfJHqlBc4Nno,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Jimmie Allen,63.0,Jimmie Allen,spotify:artist:147nKr9upHZSSxqCzh9j7c,"['black americana', 'contemporary country', 'country', 'country road']"
,,,,
Mabel,71.0,Mabel,spotify:artist:1MIVXf74SZHmTIp4V4paH4,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Tenille Arts,61.0,Tenille Arts,spotify:artist:0gSAxSvAApQc71cTpoXDFu,"['canadian contemporary country', 'contemporary country', 'country', 'country pop']"
,,,,
Jaye P. Morgan,22.0,Jaye P. Morgan,spotify:artist:5pXHBib9XGRDufx8zSc5Wk,['deep soft rock']
John Fred And The Playboys,1.0,John Fred and The Playboys,spotify:artist:3Kf1A84nUA6sKk3Gh7VcHb,[]
Ivory Joe Hunter,26.0,Ivory Joe Hunter,spotify:artist:3DpdJvcq90sWYUx35Tcbea,"['jazz blues', 'piano blues', 'rhythm and blues']"
Stan Robinson,10.0,Stanford Robinson,spotify:artist:2TAog1Gmo5dAaPdPq3xOED,[]
The Four Coins,7.0,The Four Coins,spotify:artist:1XQXkciRULT2PXhRUtmmuH,"['deep adult standards', 'vocal harmony group']"
Billy & Lillie,2.0,Billy & Lillie,spotify:artist:3jymBzFmCYB3skQvaofMP1,[]
Gene & Eunice,6.0,Gene & Eunice,spotify:artist:2hXUgDlCu2aGNNalOGvmsd,[]
Leslie Uggams,11.0,Leslie Uggams,spotify:artist:3lu1p5TAo8X7qdmj2ElFWW,"['northern soul', 'vintage broadway']"
,,,,
Ruth Brown,44.0,Ruth Brown,spotify:artist:4EYVgfZJ8wKXWmIvCx3gOY,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']"
Cowboy Copas,27.0,Cowboy Copas,spotify:artist:4szqhE3dT8nzYnlXYGwzmi,"['honky tonk', 'western swing']"
Ernestine Anderson,44.0,Ernestine Anderson,spotify:artist:7yNele4jnVhZJ2GE7Kg25T,"['adult standards', 'lounge', 'vocal jazz']"
Joe Jones,48.0,Philly Joe Jones,spotify:artist:4WhH68K75YKSAwHAqWFpi1,"['bebop', 'hard bop', 'jazz drums']"
Duane Eddy,47.0,Duane Eddy,spotify:artist:1I5Cu7bqjkRg85idwYsD91,"['adult standards', 'rock-and-roll', 'rockabilly', 'surf music']"
Felony,43.0,Jayo Felony,spotify:artist:188HWxEQMjCaa7kf3ZGjwc,"['g funk', 'gangster rap', 'hyphy', 'san diego rap', 'west coast rap', 'west coast trap']"
,,,,
The Dynatones,7.0,The Dynatones,spotify:artist:6DWBCmYTGxSXjc6BF39G7i,['polka']
,,,,
,,,,
Gabby Barrett,66.0,Gabby Barrett,spotify:artist:6Iz3eq2aQGFf7TbGT2iahL,"['contemporary country', 'country', 'country pop']"
,,,,
Saga,48.0,Saga Solheim,spotify:artist:7uy9xQDLs9vJXNotUs2eVQ,['instrumental lullaby']
,,,,
Glenn Sutton,0.0,Glenn Sutton,spotify:artist:6pK855ujWB6SWhgyKoyuph,[]
Ylvis,53.0,Ylvis,spotify:artist:2lEOFtf3cCyzomQcMHJGfZ,['comic']
Albert Hammond,54.0,Albert Hammond,spotify:artist:34E3csCxpXunPGEkOVVX2g,"['bubblegum pop', 'classic uk pop', 'rock of gibraltar']"
Tony And Joe,0.0,Tony Y Joel,spotify:artist:3UF5D4UiKrQV2CUvvDdHHe,[]
Lucille Starr,24.0,Lucille Starr,spotify:artist:4RNkBRL7PGCeV9Ka4J3f8D,"['canadian country', 'nederpop']"
The Verve Pipe,47.0,The Verve Pipe,spotify:artist:242iqFnwNhlidVBMI9GYKp,"['pop rock', 'post-grunge']"
The Goodies,13.0,The Goodies,spotify:artist:0nfybsswBOu6ZFmVjhjqAl,[]
Bull & The Matadors,1.0,Bull & The Matadors,spotify:artist:3Zzg87M2yETUfsgXFxt6hG,[]
Timbuk 3,30.0,Timbuk 3,spotify:artist:1NdZSjGpm3jktmGbvkLadW,[]
Brown Sugar,17.0,Brown Sugar,spotify:artist:48Htp15Ojh8gomlkAFBUws,['korean old school hip hop']
,,,,
Pusha T,74.0,Pusha T,spotify:artist:0ONHkAv9pCAFxb0zJwDNTy,"['alternative hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'virginia hip hop']"
Donny Hathaway,65.0,Donny Hathaway,spotify:artist:0HU0U9kdXEHZVxUNbuQe8S,"['chicago soul', 'classic soul', 'funk', 'neo soul', 'quiet storm', 'soul']"
O'Bryan,0.0,Aaron O’bryan Smith,spotify:artist:2QjmEQGtpj7yCrRslVSq63,[]
,,,,
Brother Beyond,29.0,Brother Beyond,spotify:artist:6To7KuC86pBGCtkRUiq80O,['boy band']
,,,,
,,,,
,,,,
The Dukays,1.0,The Dukays,spotify:artist:3yyO68pDLnXB97Eirjvt0u,['soda pop']
Blanco Brown,60.0,Blanco Brown,spotify:artist:3yzRiNMZdTsSUgplcyYZ4i,"['black americana', 'country rap']"
"Hugo Montenegro, His Orchestra And Chorus",20.0,Hugo Montenegro & His Orchestra and Chorus,spotify:artist:0nAYZn357xMuhaIrsW5mMC,['old west']
Adrian Kimberly,0.0,"Kimberly McCoul Risinger, flute; Adriana Ransom, cello; Illinois State University Wind Symphony; Stephen K. Steele, conductor",spotify:artist:6U61PUwQGfDEdujTCDhLef,[]
Camouflage,47.0,Camouflage,spotify:artist:2YTbBGa3Tf2rRPhiJxWoUN,"['futurepop', 'new romantic', 'new wave', 'synthpop']"
,,,,
,,,,
Kenny Ball and his Jazzmen,22.0,Kenny Ball & His Jazzmen,spotify:artist:1gv1pJZUv6mZIaYRezXE3C,['dixieland']
The Tune Rockers,0.0,The Tune Rockers,spotify:artist:13oRnp1gAqHi5rHvPH5Nqw,[]
The Fun And Games,0.0,The Fun & Games,spotify:artist:5j0sRHXYKA5Vr7hG4R1Yrz,[]
Joe Reisman Orch. & Chorus,38.0,Joe Reisman's Orchestra and Chorus,spotify:artist:2qkfMoOIz3BqLD91C1B09a,[]
,,,,
,,,,
,,,,
,,,,
Stonewall Jackson,42.0,Stonewall Jackson,spotify:artist:0NqxUSg57tX1o1WG7VU1Vp,"['classic country pop', 'honky tonk']"
The Chambers Brothers,38.0,The Chambers Brothers,spotify:artist:0OwaxYpG77PWKSLtj1QzG8,"['classic garage rock', 'psychedelic rock', 'psychedelic soul']"
,,,,
Dwight Twilley,29.0,Dwight Twilley Band,spotify:artist:6IpcPRU1kV0J58kd2w8vSC,"['power pop', 'pub rock', 'underground power pop']"
Kris Kross,52.0,Kris Kross,spotify:artist:2zrZfs23sjuHDv4E6YRmNf,"['hip hop', 'old school atlanta hip hop', 'rap']"
Dionne Farris,35.0,Dionne Farris,spotify:artist:7HO1DbzU86pWWp1vBN7l6k,['neo soul']
,,,,
Baz Luhrmann,11.0,Baz Luhrmann,spotify:artist:7HhTERkBV4Ot14KphgBfSh,[]
S Club 7,59.0,S Club 7,spotify:artist:1kM5rgJvkiDMOoKX56H6pX,"['bubblegum dance', 'dance pop', 'europop', 'post-teen pop']"
,,,,
Lumidee,52.0,Lumidee,spotify:artist:1IO0GVa1xjkFMXsg66FiE9,"['hip pop', 'pop rap', 'urban contemporary']"
Elliott Yamin,45.0,Elliott Yamin,spotify:artist:4am1I89OWXUzFh4ctRLkdd,[]
,,,,
,,,,
,,,,
,,,,
,,,,
Conan Gray,82.0,Conan Gray,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop']"
,,,,
Ed Townsend,21.0,Ed Townsend,spotify:artist:4fgbkjDCSGUHANHRope4Ox,[]
Luniz,60.0,Luniz,spotify:artist:3z3g65U7mmyyBmmDfsQK9x,"['g funk', 'gangster rap', 'oakland hip hop', 'west coast rap']"
,,,,
,,,,
Garth Brooks,53.0,Garth Brooks,spotify:artist:4BclNkZtAUq1YrYNzye3N7,"['country', 'oklahoma country']"
,,,,
Susan Boyle,51.0,Susan Boyle,spotify:artist:1qAuetfG6mhtDgsVIffWQc,['operatic pop']
,,,,
,,,,
,,,,
Mason Ramsey,49.0,Mason Ramsey,spotify:artist:6xvpfMjWTougrRRtK7iikz,"['contemporary country', 'country']"
,,,,
,,,,
Wayne Fontana & The Mindbenders,36.0,Wayne Fontana & The Mindbenders,spotify:artist:2VkASgJ3IjpMHG5aYXx4t2,"['british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
Jimmy Ruffin,48.0,Jimmy Ruffin,spotify:artist:0hF0PwB04hnXfYMiZWfJzy,"['classic soul', 'motown', 'soul', 'southern soul']"
,,,,
,,,,
,,,,
Skid Row,63.0,Skid Row,spotify:artist:4opTS86dN9uO313J9CE8xg,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Joe Public,25.0,Joe Public,spotify:artist:3RnBzCfr8bQeLQQMGF6IeE,"['contemporary r&b', 'new jack swing']"
The Click,57.0,The Click,spotify:artist:3s1xcekYgnSkBm8QK1uBYD,"['gangster rap', 'hyphy']"
,,,,
,,,,
Lou Bega,61.0,Lou Bega,spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,['latin pop']
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Whistling Jack Smith,21.0,Whistling Jack Smith,spotify:artist:6Yk2feUXXqt0cYTx8xd4Qo,[]
Waylon & Willie,0.0,"Willie Nelson, Johnny Cash, Waylon Jennings & Kris Kristofferson",spotify:artist:2RBLAeKfQpmzwWRFLakVRe,[]
Raekwon,70.0,Raekwon,spotify:artist:2yQf6b8hxahZaT5dHlWaB1,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'southern hip hop']"
Lina Santiago,0.0,Santiago Linares,spotify:artist:3lsbxV7QVnwc9fNROTRBvW,[]
,,,,
Az Yet,44.0,Az Yet,spotify:artist:4UGMQyNcbGHYg5CDMKkSw3,"['contemporary r&b', 'r&b', 'urban contemporary']"
,,,,
,,,,
Bird York,16.0,Birds of New York,spotify:artist:21Ejlfz4iislrKjTxjDhYm,[]
Cobra Starship,59.0,Cobra Starship,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Lil Baby Featuring Lil Wayne,0.0,"Big Balls Featuring Bryan ""Baby"" Williams Of The Big Tymers And Lil' Wayne Of The Hot Boys",spotify:artist:2NAXfCQYmiSK5M4QY5NmYS,[]
Larry Verne,11.0,Larry Verne,spotify:artist:6vWMWDRy2Jbshg42p1Iuzg,['novelty']
,,,,
The Electric Prunes,38.0,The Electric Prunes,spotify:artist:1kkpNi8Ii5MhBMxmUhN5g9,"['acid rock', 'bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'protopunk', 'psychedelic rock']"
John Ono Lennon,75.0,John Lennon,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,"['album rock', 'beatlesque', 'classic rock', 'indie r&b', 'mellow gold', 'rock']"
The Pipkins,22.0,The Pipkins,spotify:artist:7b8blpDsdFfs5DMMMLBuX0,['novelty']
Ghost Town DJ's,47.0,Ghost Town DJs,spotify:artist:4JbmXqez7WvTggoxn3UpVT,['atlanta bass']
Jennifer Love Hewitt,42.0,Jennifer Love Hewitt,spotify:artist:2BZDbnjUHnL2XAPgkdqTpb,"['dance pop', 'pop rock', 'post-teen pop']"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Jessie J,73.0,Jessie Reyez,spotify:artist:3KedxarmBCyFBevnqQHy3P,"['canadian contemporary r&b', 'canadian pop', 'pop', 'r&b']"
N*E*R*D & Rihanna,0.0,David Ghetta and Rihannah Karaoke Band,spotify:artist:5vR8TB4tEanlrhpRoyDVAl,[]
,,,,
,,,,
,,,,
,,,,
,,,,
Andrew Jannakos,43.0,Andrew Jannakos,spotify:artist:6DAX5iORnv8nsZYYeZqket,['country pop']
Johnny Burnette,43.0,Johnny Burnette,spotify:artist:3PrFCybHMqrcPls31JxoIl,"['adult standards', 'rock-and-roll', 'rockabilly']"
,,,,
Redman/Method Man,0.0,Method man e redman,spotify:artist:0eW7AwywGyTxfkvMQDGQ19,[]
,,,,
dog's eye view,28.0,Dog's Eye View,spotify:artist:0ymKv4fh2eBhPT9HLTu8yH,['pop rock']
Lisa Loeb,49.0,Lisa Loeb,spotify:artist:1TMMyiSsNzmRiZCAkVLVb2,"['lilith', 'pop rock', 'singer-songwriter']"
,,,,
,,,,
,,,,
,,,,
Kandi,47.0,Kandi Girl,spotify:artist:41TccBHnkaVhhgCgl83JU8,[]
,,,,
,,,,
,,,,
,,,,
,,,,
Avicii,82.0,Avicii,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
,,,,
,,,,
Chris Blue,34.0,Christian Blue,spotify:artist:1X1R5azJYxs6wdFzEOBoI3,[]
,,,,
,,,,
Cathy Carr,5.0,Cathy Carr,spotify:artist:0G8da8hOFaTfBLOnqzq3k3,['deep adult standards']
Jimmy Jones,23.0,Jimmy Jones,spotify:artist:3Jl6zZey7n9sVPK6vcZhtT,['bmore']
The Innocents,21.0,Tris Munsick & the Innocents,spotify:artist:4cA9YGLHMsKTL921ST5tZx,['wyoming indie']
,,,,
The Sunshine Company,6.0,The Sunshine Company,spotify:artist:4Fdp70hK2NKhAcrI22XgfG,['sunshine pop']
,,,,
KC,65.0,KC & The Sunshine Band,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,"['disco', 'funk', 'soft rock']"
Don Johnson,38.0,Don Johnson,spotify:artist:29gt8yNK2jFp21ZWXISskB,[]
,,,,
Right Said Fred,52.0,Right Said Fred,spotify:artist:15ajdFAi5bjj5pS9laBfBL,"['eurodance', 'europop', 'hip house']"
Run-D.M.C.,63.0,Run–D.M.C.,spotify:artist:3CQIn7N5CuRDP8wEI7FiDA,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
Merril Bainbridge,29.0,Merril Bainbridge,spotify:artist:0lSDlT2Z5EvUGNIl7WQ7k0,[]
,,,,
Wade Hayes,35.0,Wade Hayes,spotify:artist:3Wsbuy58Ku5N0hWjTuERRa,"['country', 'country road', 'country rock', 'oklahoma country']"
Sonique,51.0,Sonique,spotify:artist:5xtqw2B8z8JGfDYi2eAZHI,['eurodance']
,,,,
,,,,
,,,,
Lil' Flip,55.0,Lil' Flip,spotify:artist:4Q5sPmM8j4SpMqL4UA1DtS,"['crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'pop rap', 'southern hip hop', 'trap']"
Frankee,37.0,Frankee,spotify:artist:01U4snBkRWq0FBrK3P1mwM,[]
Los Lonely Boys,48.0,Los Lonely Boys,spotify:artist:4aSEmLLxLX9wR5aLMllOKj,[]
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
The Premiers,12.0,The Premiers,spotify:artist:7j1U73GyJma4AM3T5C7Dmc,['classic garage rock']
Edison Lighthouse,60.0,Edison Lighthouse,spotify:artist:1NRzxuPpdGushT8YmF5NAa,['bubblegum pop']
Larry Groce,43.0,Larry Groce,spotify:artist:2z9Y52xPb933l5cs0GNvnc,['nursery']
Barbra Streisand & Barry Gibb,7.0,Barbra Streisand & Barry Gibb,spotify:artist:0VqzHUFIa0bcRuN6HEbJKo,[]
Queen Latifah,54.0,Queen Latifah,spotify:artist:5m7wCUhYhBh7A3A3YMxrbt,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'hip pop', 'new jersey rap']"
Craig Mack,49.0,Craig Mack,spotify:artist:4akj4uteQQrrGxhX9Rjuyf,"['gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'rap']"
,,,,
,,,,
,,,,
Macy Gray,61.0,Macy Gray,spotify:artist:4ylR3zwA0zaapAu94fktwa,['neo soul']
,,,,
